filename,value,skill,drop
20250422_162004_937182.png,25,woodcutting,yes
20250422_162005_707809.png,25,woodcutting,yes
20250422_162006_470936.png,25,woodcutting,yes
20250422_162008_004130.png,25,woodcutting,yes
20250422_162008_768481.png,25,woodcutting,yes
20250422_162009_537992.png,25,woodcutting,yes
20250422_162014_902571.png,25,woodcutting,yes
20250422_162015_655488.png,25,woodcutting,yes
20250422_162017_921024.png,25,woodcutting,yes
20250422_162018_681456.png,25,woodcutting,yes
20250422_162023_241946.png,25,woodcutting,yes
20250422_162023_992718.png,25,woodcutting,yes
20250422_162029_304699.png,25,woodcutting,yes
20250422_162030_103604.png,25,woodcutting,yes
20250422_164731_627663.png,17,mining,yes
20250422_164732_374341.png,17,mining,yes
20250422_164733_125184.png,17,mining,yes
20250422_164736_145284.png,18,mining,yes
20250422_164737_008466.png,18,mining,yes
20250422_164737_762714.png,18,mining,yes
20250422_164746_014483.png,5,mining,yes
20250422_164746_767501.png,5,mining,yes
20250422_164747_520510.png,5,mining,yes
20250422_164756_662509.png,17,mining,yes
20250422_164757_417089.png,17,mining,yes
20250422_164811_066235.png,5,mining,yes
20250422_164811_831467.png,5,mining,yes
20250422_164812_596538.png,5,mining,yes
20250422_164830_817402.png,5,mining,yes
20250422_164831_574835.png,5,mining,yes
20250422_164832_366852.png,5,mining,yes
20250422_164840_106728.png,5,mining,yes
20250422_164840_882761.png,5,mining,yes
20250422_164845_465065.png,5,mining,yes
20250422_164846_226795.png,5,mining,yes
20250422_164846_995558.png,5,mining,yes
20250422_164859_161661.png,5,mining,yes
20250422_164859_915107.png,5,mining,yes
20250422_164900_671383.png,5,mining,yes
20250422_164915_008638.png,18,mining,yes
20250422_164915_761772.png,18,mining,yes
20250422_164916_507768.png,18,mining,yes
20250422_164953_574324.png,17,mining,yes
20250422_164954_327368.png,17,mining,yes
20250422_165025_479757.png,18,mining,yes
20250422_165026_226818.png,18,mining,yes
20250422_165026_982929.png,18,mining,yes
20250422_165105_066327.png,5,mining,yes
20250422_165105_807224.png,5,mining,yes
20250422_165106_575453.png,5,mining,yes
20250422_165127_813654.png,17,mining,yes
20250422_165128_576093.png,17,mining,yes
20250422_165134_769051.png,5,mining,yes
20250422_165135_648553.png,5,mining,yes
20250422_165146_494531.png,18,mining,yes
20250422_165147_242246.png,18,mining,yes
20250422_165147_995749.png,18,mining,yes
20250422_165154_023440.png,17,mining,yes
20250422_165154_859075.png,17,mining,yes
20250422_165207_663241.png,18,mining,yes
20250422_165208_416254.png,18,mining,yes
20250422_165209_166588.png,18,mining,yes
20250422_165213_753375.png,5,mining,yes
20250422_165214_502212.png,5,mining,yes
20250422_165227_287991.png,17,mining,yes
20250422_165228_036197.png,17,mining,yes
20250422_165228_807197.png,17,mining,yes
20250422_165246_036922.png,18,mining,yes
20250422_165246_785464.png,18,mining,yes
20250422_165247_538609.png,18,mining,yes
20250422_165303_249977.png,5,mining,yes
20250422_165304_002300.png,5,mining,yes
20250422_165304_749204.png,5,mining,yes
20250422_165312_306168.png,17,mining,yes
20250422_165313_057769.png,17,mining,yes
20250422_165313_816033.png,17,mining,yes
20250422_165336_869324.png,18,mining,yes
20250422_165337_601123.png,18,mining,yes
20250422_165355_889301.png,5,mining,yes
20250422_165356_652349.png,5,mining,yes
20250422_170700_163808.png,,,no
20250422_170700_943585.png,,,no
20250422_170701_687579.png,,,no
20250422_170702_443854.png,,,no
20250422_170703_188442.png,,,no
20250422_170703_945812.png,,,no
20250422_170704_691710.png,,,no
20250422_170705_445370.png,,,no
20250422_170706_193882.png,,,no
20250422_170706_946680.png,,,no
20250422_170707_697678.png,,,no
20250422_170708_444421.png,,,no
20250422_170709_192495.png,,,no
20250422_170709_944895.png,17,mining,yes
20250422_170710_697578.png,17,mining,yes
20250422_170711_476507.png,17,mining,yes
20250422_170712_251590.png,,,no
20250422_170713_014833.png,,,no
20250422_170713_777760.png,,,no
20250422_170714_556294.png,,,no
20250422_170715_302502.png,,,no
20250422_170716_049610.png,,,no
20250422_170716_803718.png,,,no
20250422_170717_551829.png,,,no
20250422_170718_316226.png,,,no
20250422_170719_078357.png,,,no
20250422_170719_831611.png,,,no
20250422_170720_587840.png,,,no
20250422_170721_341757.png,,,no
20250422_170722_091547.png,,,no
20250422_170722_850816.png,,,no
20250422_170723_593873.png,,,no
20250422_170724_354375.png,,,no
20250422_170725_112609.png,,,no
20250422_170725_862515.png,,,no
20250422_170726_609613.png,,,no
20250422_170727_368808.png,,,no
20250422_170728_121661.png,,,no
20250422_170728_892987.png,,,no
20250422_170729_690859.png,,,no
20250422_170730_458251.png,,,no
20250422_170731_223239.png,,,no
20250422_170731_969937.png,,,no
20250422_170732_718775.png,,,no
20250422_170733_558787.png,,,no
20250422_170734_300749.png,,,no
20250422_170735_050094.png,,,no
20250422_170735_806783.png,,,no
20250422_170736_554516.png,,,no
20250422_170737_302807.png,,,no
20250422_170738_062696.png,,,no
20250422_170738_803846.png,,,no
20250422_170739_557874.png,,,no
20250422_170740_309254.png,,,no
20250422_170741_056318.png,,,no
20250422_170741_804668.png,18,mining,yes
20250422_170742_562661.png,18,mining,yes
20250422_170743_314312.png,18,mining,yes
20250422_170744_060856.png,,,no
20250422_170744_809640.png,,,no
20250422_170745_553611.png,,,no
20250422_170746_310138.png,,,no
20250422_170747_058195.png,,,no
20250422_170747_814705.png,,,no
20250422_170748_558852.png,,,no
20250422_170749_310369.png,,,no
20250422_170750_067083.png,,,no
20250422_170750_818747.png,,,no
20250422_170751_568161.png,,,no
20250422_170752_321231.png,,,no
20250422_170753_069633.png,,,no
20250422_170753_825503.png,,,no
20250422_170754_593665.png,,,no
20250422_170755_346708.png,,,no
20250422_170756_098805.png,,,no
20250422_170756_847735.png,,,no
20250422_170757_609945.png,,,no
20250422_170758_356290.png,,,no
20250422_170759_098621.png,,,no
20250422_170759_853289.png,,,no
20250422_170800_606308.png,,,no
20250422_170801_410407.png,,,no
20250422_170802_196337.png,,,no
20250422_170802_939788.png,,,no
20250422_170803_695198.png,,,no
20250422_170804_445677.png,,,no
20250422_170805_192983.png,,,no
20250422_170805_947377.png,,,no
20250422_170806_691368.png,,,no
20250422_170807_441141.png,,,no
20250422_170808_197527.png,,,no
20250422_170808_948089.png,,,no
20250422_170809_693849.png,,,no
20250422_170810_452346.png,5,mining,yes
20250422_170811_950796.png,,,no
20250422_170812_699747.png,,,no
20250422_170813_444132.png,,,no
20250422_170814_194718.png,,,no
20250422_170814_949542.png,,,no
20250422_170815_695638.png,,,no
20250422_170816_451400.png,,,no
20250422_170817_202340.png,,,no
20250422_170817_958044.png,,,no
20250422_170818_700780.png,,,no
20250422_170819_453084.png,,,no
20250422_170820_215040.png,,,no
20250422_170821_093095.png,,,no
20250422_170821_841876.png,,,no
20250422_170822_595073.png,,,no
20250422_170823_340264.png,,,no
20250422_170824_086808.png,,,no
20250422_170824_842710.png,,,no
20250422_170825_588202.png,,,no
20250422_170826_352749.png,,,no
20250422_170827_106012.png,5,mining,yes
20250422_170827_873498.png,,,no
